event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),,adjusted_quantity,,Promo_price,,Total Revenue Generated,,Incremental revenue,,incremental sold unit
3bf731,STVSK-3,CAMP_SAN_01,P04,370,BOGOF,265,673,,1346,,185,,347060,,150960,,1081
07e4ea,STHYD-6,CAMP_SAN_01,P04,370,BOGOF,486,1890,,3780,,185,,879120,,519480,,3294
a1ef43,STTRV-1,CAMP_SAN_01,P12,62,50% OFF,27,38,,38,,31,,2852,,-496,,11
1cfaa8,STBLR-2,CAMP_SAN_01,P08,1190,BOGOF,43,166,,332,,595,,248710,,146370,,289
2eb400,STBLR-5,CAMP_SAN_01,P07,300,BOGOF,52,207,,414,,150,,77700,,46500,,362
cd3392,STCHE-6,CAMP_SAN_01,P07,300,BOGOF,31,123,,246,,150,,46200,,27600,,215
141d98,STCHE-4,CAMP_SAN_01,P03,200,BOGOF,387,1695,,3390,,100,,416400,,261600,,3003
e74698,STBLR-5,CAMP_DIW_01,P14,1020,BOGOF,43,144,,288,,510,,190740,,103020,,245
512d92,STCHE-4,CAMP_DIW_01,P09,110,50% OFF,87,115,,115,,55,,15895,,-3245,,28
ce3c11,STHYD-4,CAMP_DIW_01,P14,1020,BOGOF,52,176,,352,,510,,232560,,126480,,300
6.20E+94,STMYS-0,CAMP_SAN_01,P08,1190,BOGOF,48,129,,258,,595,,210630,,96390,,210
315542,STVJD-1,CAMP_SAN_01,P03,200,BOGOF,183,710,,1420,,100,,178600,,105400,,1237
42a404,STCBE-1,CAMP_SAN_01,P12,62,50% OFF,42,48,,48,,31,,4092,,-1116,,6
7a2a47,STBLR-7,CAMP_DIW_01,P07,300,BOGOF,64,254,,508,,150,,95400,,57000,,444
ad9ba5,STHYD-5,CAMP_DIW_01,P01,172,33% OFF,337,485,,485,,115.24,,113855.4,,-2072.6,,148
3080c6,STVSK-4,CAMP_DIW_01,P14,1020,BOGOF,38,114,,228,,510,,155040,,77520,,190
c11cad,STMYS-2,CAMP_SAN_01,P09,90,25% OFF,61,50,,50,,67.5,,8865,,-2115,,-11
8a219d,STBLR-8,CAMP_DIW_01,P08,1190,BOGOF,64,218,,436,,595,,335580,,183260,,372
3ec68b,STBLR-1,CAMP_DIW_01,P09,110,50% OFF,73,95,,95,,55,,13255,,-2805,,22
0690d9,STHYD-3,CAMP_DIW_01,P15,3000,500 Cashback,418,1082,,1082,,2500,,3959000,,1451000,,664
c7f28c,STBLR-0,CAMP_SAN_01,P15,3000,500 Cashback,144,374,,374,,2500,,1367000,,503000,,230
94102d,STBLR-4,CAMP_SAN_01,P12,62,50% OFF,64,92,,92,,31,,6820,,-1116,,28
74657,STMLR-0,CAMP_DIW_01,P02,860,33% OFF,194,271,,271,,576.2,,322990.2,,-10689.8,,77
f46036,STVSK-4,CAMP_DIW_01,P13,350,BOGOF,61,178,,356,,175,,83650,,40950,,295
c74866,STBLR-5,CAMP_DIW_01,P10,65,50% OFF,115,151,,151,,32.5,,12382.5,,-2567.5,,36
ab6327,STHYD-1,CAMP_SAN_01,P04,370,BOGOF,444,1123,,2246,,185,,579790,,251230,,1802
41cb8f,STBLR-6,CAMP_DIW_01,P03,156,25% OFF,402,353,,353,,117,,104013,,-21411,,-49
9a13a5,STHYD-4,CAMP_DIW_01,P11,190,50% OFF,82,107,,107,,95,,25745,,-5415,,25
cac6b5,STCBE-4,CAMP_SAN_01,P11,190,50% OFF,28,39,,39,,95,,9025,,-1615,,11
2c0a90,STMDU-2,CAMP_SAN_01,P12,62,50% OFF,36,42,,42,,31,,3534,,-930,,6
7a9ebd,STTRV-0,CAMP_DIW_01,P11,190,50% OFF,33,42,,42,,95,,10260,,-2280,,9
19352c,STBLR-4,CAMP_SAN_01,P02,860,33% OFF,501,701,,701,,576.2,,834776.2,,-26943.8,,200
415f7e,STVSK-2,CAMP_SAN_01,P07,300,BOGOF,24,93,,186,,150,,35100,,20700,,162
5c7b20,STCBE-4,CAMP_DIW_01,P05,55,25% OFF,101,89,,89,,41.25,,9226.25,,-1883.75,,-12
c6693c,STBLR-1,CAMP_SAN_01,P04,370,BOGOF,413,1102,,2204,,185,,560550,,254930,,1791
0f750a,STBLR-0,CAMP_SAN_01,P02,860,33% OFF,451,613,,613,,576.2,,741070.6,,-34649.4,,162
d31554,STMDU-2,CAMP_DIW_01,P05,55,25% OFF,80,70,,70,,41.25,,7287.5,,-1512.5,,-10
7151bb,STBLR-6,CAMP_DIW_01,P13,350,BOGOF,98,372,,744,,175,,164500,,95900,,646
8f9cc5,STMLR-1,CAMP_DIW_01,P08,1190,BOGOF,29,100,,200,,595,,153510,,84490,,171
d81627,STCBE-2,CAMP_SAN_01,P04,370,BOGOF,355,1508,,3016,,185,,689310,,426610,,2661
6e5da9,STVJD-0,CAMP_SAN_01,P11,190,50% OFF,25,35,,35,,95,,8075,,-1425,,10
6e412f,STBLR-7,CAMP_SAN_01,P06,415,25% OFF,34,28,,28,,311.25,,22825,,-5395,,-6
b110d3,STCBE-3,CAMP_SAN_01,P06,415,25% OFF,18,14,,14,,311.25,,11827.5,,-3112.5,,-4
c2ee4f,STVSK-3,CAMP_SAN_01,P13,350,BOGOF,58,148,,296,,175,,72100,,31500,,238
e45c30,STMDU-1,CAMP_DIW_01,P06,415,25% OFF,70,63,,63,,311.25,,48658.75,,-9441.25,,-7
353060,STBLR-7,CAMP_SAN_01,P11,190,50% OFF,45,73,,73,,95,,15485,,-1615,,28
461ad4,STTRV-1,CAMP_DIW_01,P09,110,50% OFF,42,55,,55,,55,,7645,,-1595,,13
cbf0ad,STCHE-6,CAMP_SAN_01,P03,200,BOGOF,358,1410,,2820,,100,,353600,,210400,,2462
207744,STBLR-0,CAMP_SAN_01,P12,62,50% OFF,52,75,,75,,31,,5549,,-899,,23
ff02ae,STCBE-3,CAMP_DIW_01,P11,190,50% OFF,66,102,,102,,95,,22230,,-2850,,36
6cb844,STBLR-3,CAMP_SAN_01,P10,50,25% OFF,28,21,,21,,37.5,,2187.5,,-612.5,,-7
2b41a0,STBLR-3,CAMP_SAN_01,P02,860,33% OFF,450,634,,634,,576.2,,752310.8,,-21689.2,,184
a50d87,STCBE-3,CAMP_DIW_01,P10,65,50% OFF,82,122,,122,,32.5,,9295,,-1365,,40
18810a,STMYS-1,CAMP_DIW_01,P02,860,33% OFF,395,711,,711,,576.2,,749378.2,,69978.2,,316
608271,STMDU-0,CAMP_SAN_01,P15,3000,500 Cashback,122,342,,342,,2500,,1221000,,489000,,220
edacb9,STCHE-3,CAMP_DIW_01,P10,65,50% OFF,119,154,,154,,32.5,,12740,,-2730,,35
ce95b1,STCHE-2,CAMP_DIW_01,P12,62,50% OFF,119,138,,138,,31,,11656,,-3100,,19
6ae240,STBLR-4,CAMP_SAN_01,P13,350,BOGOF,94,371,,742,,175,,162750,,96950,,648
e2f6b2,STCHE-1,CAMP_DIW_01,P15,3000,500 Cashback,316,859,,859,,2500,,3095500,,1199500,,543
6b0ee6,STMDU-1,CAMP_DIW_01,P07,300,BOGOF,47,157,,314,,150,,61200,,33000,,267
0aefa5,STVSK-3,CAMP_SAN_01,P06,415,25% OFF,33,27,,27,,311.25,,22098.75,,-5291.25,,-6
0f3f34,STCHE-1,CAMP_DIW_01,P06,415,25% OFF,99,87,,87,,311.25,,68163.75,,-14006.25,,-12
ed7b12,STVSK-0,CAMP_SAN_01,P10,50,25% OFF,16,13,,13,,37.5,,1287.5,,-312.5,,-3
debbd7,STCBE-0,CAMP_SAN_01,P11,190,50% OFF,45,72,,72,,95,,15390,,-1710,,27
2b8abd,STCHE-2,CAMP_SAN_01,P14,1020,BOGOF,105,407,,814,,510,,522240,,308040,,709
0da7fd,STVSK-0,CAMP_SAN_01,P02,860,33% OFF,408,632,,632,,576.2,,715038.4,,13278.4,,224
d58c29,STVSK-2,CAMP_SAN_01,P08,1190,BOGOF,27,107,,214,,595,,159460,,95200,,187
861506,STCHE-6,CAMP_DIW_01,P03,156,25% OFF,334,260,,260,,117,,82524,,-21684,,-74
fd48ff,STCBE-0,CAMP_SAN_01,P04,370,BOGOF,367,1423,,2846,,185,,662300,,390720,,2479
7912c8,STVSK-3,CAMP_SAN_01,P05,55,25% OFF,19,15,,15,,41.25,,1663.75,,-426.25,,-4
1768c2,STHYD-0,CAMP_DIW_01,P02,860,33% OFF,367,601,,601,,576.2,,661916.2,,30676.2,,234
61089e,STHYD-5,CAMP_SAN_01,P04,370,BOGOF,412,1615,,3230,,185,,749990,,445110,,2818
e5e244,STBLR-5,CAMP_DIW_01,P02,860,33% OFF,351,526,,526,,576.2,,604941.2,,1221.20000000001,,175
1f8bc3,STCBE-2,CAMP_DIW_01,P01,172,33% OFF,190,313,,313,,115.24,,68750.12,,3390.12,,123
5.00E+300,STVJD-1,CAMP_DIW_01,P14,1020,BOGOF,24,80,,160,,510,,106080,,57120,,136
e8d896,STCHE-1,CAMP_SAN_01,P10,50,25% OFF,40,33,,33,,37.5,,3237.5,,-762.5,,-7
2dd3f7,STHYD-4,CAMP_DIW_01,P03,156,25% OFF,341,327,,327,,117,,91455,,-14937,,-14
b7db9e,STHYD-4,CAMP_DIW_01,P05,55,25% OFF,106,101,,101,,41.25,,9996.25,,-1663.75,,-5
13d333,STCHE-7,CAMP_SAN_01,P01,172,33% OFF,256,358,,358,,115.24,,85287.92,,-2776.07999999999,,102
77435f,STBLR-3,CAMP_SAN_01,P01,172,33% OFF,277,387,,387,,115.24,,92241.88,,-3046.12,,110
3181a7,STCBE-1,CAMP_SAN_01,P11,190,50% OFF,28,31,,31,,95,,8265,,-2375,,3
3ea719,STBLR-7,CAMP_DIW_01,P02,860,33% OFF,336,577,,577,,576.2,,621427.4,,43507.4,,241
3d8361,STMYS-1,CAMP_DIW_01,P08,1190,BOGOF,47,184,,368,,595,,274890,,163030,,321
0d853d,STHYD-4,CAMP_SAN_01,P02,860,33% OFF,594,819,,819,,576.2,,982747.8,,-38932.2,,225
4d9f1a,STCBE-1,CAMP_DIW_01,P09,110,50% OFF,59,69,,69,,55,,10285,,-2695,,10
ea384f,STBLR-7,CAMP_SAN_01,P10,50,25% OFF,40,33,,33,,37.5,,3237.5,,-762.5,,-7
9fcb92,STMDU-2,CAMP_DIW_01,P15,3000,500 Cashback,315,976,,976,,2500,,3385000,,1495000,,661
b97eb0,STBLR-2,CAMP_SAN_01,P11,190,50% OFF,49,68,,68,,95,,15770,,-2850,,19
90110c,STHYD-0,CAMP_SAN_01,P04,370,BOGOF,412,1615,,3230,,185,,749990,,445110,,2818
72eed8,STHYD-4,CAMP_DIW_01,P04,290,25% OFF,376,360,,360,,217.5,,187340,,-30740,,-16
d552e3,STMDU-3,CAMP_SAN_01,P12,62,50% OFF,45,53,,53,,31,,4433,,-1147,,8
74399f,STMYS-3,CAMP_DIW_01,P13,350,BOGOF,73,282,,564,,175,,124250,,73150,,491
f9b0ef,STVJD-0,CAMP_DIW_01,P05,55,25% OFF,56,54,,54,,41.25,,5307.5,,-852.5,,-2
b838cd,STTRV-1,CAMP_DIW_01,P01,172,33% OFF,147,214,,214,,115.24,,49945.36,,-622.639999999999,,67
191614,STMYS-3,CAMP_DIW_01,P10,65,50% OFF,103,109,,109,,32.5,,10237.5,,-3152.5,,6
15265d,STCHE-5,CAMP_SAN_01,P12,62,50% OFF,58,65,,65,,31,,5611,,-1581,,7
166989,STCBE-1,CAMP_SAN_01,P01,172,33% OFF,169,206,,206,,115.24,,52807.44,,-5328.56,,37
18f69b,STMLR-2,CAMP_DIW_01,P10,65,50% OFF,61,68,,68,,32.5,,6175,,-1755,,7
2cc7f0,STMDU-3,CAMP_SAN_01,P02,860,33% OFF,457,548,,548,,576.2,,708777.6,,-77262.4,,91
f65a1e,STVSK-4,CAMP_DIW_01,P04,290,25% OFF,255,196,,196,,217.5,,116580,,-31320,,-59
bff226,STCBE-1,CAMP_DIW_01,P06,415,25% OFF,57,44,,44,,311.25,,37350,,-9960,,-13
d0356d,STCHE-0,CAMP_DIW_01,P08,1190,BOGOF,45,152,,304,,595,,234430,,127330,,259
262ff3,STVSK-0,CAMP_DIW_01,P13,350,BOGOF,47,161,,322,,175,,72800,,39900,,275
0953d7,STVSK-1,CAMP_SAN_01,P02,860,33% OFF,387,530,,530,,576.2,,638206,,-27434,,143
d2a08d,STCHE-5,CAMP_DIW_01,P10,65,50% OFF,141,157,,157,,32.5,,14267.5,,-4062.5,,16
d33904,STMYS-3,CAMP_DIW_01,P07,300,BOGOF,59,233,,466,,150,,87600,,52200,,407
13fd74,STMDU-3,CAMP_DIW_01,P05,55,25% OFF,64,58,,58,,41.25,,5912.5,,-1127.5,,-6
c3ae5a,STBLR-1,CAMP_SAN_01,P11,190,50% OFF,39,55,,55,,95,,12635,,-2185,,16
2384f8,STMYS-0,CAMP_DIW_01,P09,110,50% OFF,70,87,,87,,55,,12485,,-2915,,17
14f79d,STVSK-1,CAMP_DIW_01,P04,290,25% OFF,252,196,,196,,217.5,,115710,,-30450,,-56
89bbca,STCBE-4,CAMP_DIW_01,P13,350,BOGOF,42,128,,256,,175,,59500,,30100,,214
61f82c,STBLR-5,CAMP_DIW_01,P11,190,50% OFF,63,81,,81,,95,,19665,,-4275,,18
bcad3c,STMDU-0,CAMP_DIW_01,P01,172,33% OFF,201,305,,305,,115.24,,69720.2,,576.200000000004,,104
2749b0,STCHE-5,CAMP_SAN_01,P11,190,50% OFF,34,39,,39,,95,,10165,,-2755,,5
9ce293,STMDU-1,CAMP_SAN_01,P03,200,BOGOF,255,1009,,2018,,100,,252800,,150800,,1763
93dff2,STBLR-3,CAMP_DIW_01,P03,156,25% OFF,390,308,,308,,117,,96876,,-24804,,-82
339bf7,STCHE-5,CAMP_DIW_01,P05,55,25% OFF,127,109,,109,,41.25,,11481.25,,-2488.75,,-18
5c8834,STBLR-2,CAMP_SAN_01,P05,55,25% OFF,24,19,,19,,41.25,,2103.75,,-536.25,,-5
4162d7,STHYD-2,CAMP_DIW_01,P05,55,25% OFF,110,86,,86,,41.25,,9597.5,,-2502.5,,-24
60170c,STHYD-4,CAMP_DIW_01,P08,1190,BOGOF,63,208,,416,,595,,322490,,172550,,353
4fbcf6,STHYD-1,CAMP_SAN_01,P06,415,25% OFF,27,22,,22,,311.25,,18052.5,,-4357.5,,-5
1f1b71,STMDU-3,CAMP_SAN_01,P01,172,33% OFF,214,267,,267,,115.24,,67577.08,,-6038.92,,53
96a556,STBLR-1,CAMP_DIW_01,P02,860,33% OFF,358,537,,537,,576.2,,617299.4,,1539.40000000002,,179
6846a8,STVSK-0,CAMP_DIW_01,P04,290,25% OFF,201,174,,174,,217.5,,96135,,-20445,,-27
0a453f,STMYS-0,CAMP_DIW_01,P03,156,25% OFF,301,264,,264,,117,,77844,,-16068,,-37
fcee36,STMYS-0,CAMP_SAN_01,P12,62,50% OFF,66,92,,92,,31,,6944,,-1240,,26
58ce38,STBLR-3,CAMP_SAN_01,P13,350,BOGOF,118,455,,910,,175,,200550,,117950,,792
4a5884,STHYD-0,CAMP_SAN_01,P12,62,50% OFF,57,90,,90,,31,,6324,,-744,,33
e7769b,STHYD-5,CAMP_DIW_01,P15,3000,500 Cashback,357,1046,,1046,,2500,,3686000,,1544000,,689
27c86c,STBLR-2,CAMP_DIW_01,P06,415,25% OFF,92,81,,81,,311.25,,63391.25,,-12968.75,,-11
f35446,STTRV-0,CAMP_DIW_01,P09,110,50% OFF,33,43,,43,,55,,5995,,-1265,,10
4a42f9,STBLR-7,CAMP_DIW_01,P08,1190,BOGOF,49,186,,372,,595,,279650,,163030,,323
9413a7,STHYD-3,CAMP_DIW_01,P11,190,50% OFF,80,124,,124,,95,,26980,,-3420,,44
b97dfe,STBLR-2,CAMP_DIW_01,P07,300,BOGOF,56,196,,392,,150,,75600,,42000,,336
950a84,STBLR-9,CAMP_SAN_01,P11,190,50% OFF,52,73,,73,,95,,16815,,-2945,,21
686a37,STBLR-0,CAMP_SAN_01,P14,1020,BOGOF,85,350,,700,,510,,443700,,270300,,615
f0500d,STCHE-6,CAMP_DIW_01,P09,110,50% OFF,66,82,,82,,55,,11770,,-2750,,16
c16abb,STCHE-7,CAMP_SAN_01,P08,1190,BOGOF,42,186,,372,,595,,271320,,171360,,330
581ca5,STMDU-0,CAMP_SAN_01,P13,350,BOGOF,90,371,,742,,175,,161350,,98350,,652
36968d,STMDU-1,CAMP_SAN_01,P02,860,33% OFF,289,404,,404,,576.2,,481324.8,,-15755.2,,115
f8a417,STCBE-4,CAMP_SAN_01,P12,62,50% OFF,37,53,,53,,31,,3937,,-651,,16
400cab,STCHE-4,CAMP_SAN_01,P02,860,33% OFF,642,918,,918,,576.2,,1081071.6,,-23168.3999999999,,276
ef7122,STMLR-1,CAMP_DIW_01,P15,3000,500 Cashback,211,614,,614,,2500,,2168000,,902000,,403
66b476,STBLR-6,CAMP_DIW_01,P10,65,50% OFF,103,160,,160,,32.5,,11895,,-1495,,57
5bbf38,STBLR-0,CAMP_DIW_01,P09,110,50% OFF,78,104,,104,,55,,14300,,-2860,,26
e67501,STVSK-4,CAMP_SAN_01,P13,350,BOGOF,85,215,,430,,175,,105000,,45500,,345
3.14E+36,STCBE-4,CAMP_DIW_01,P04,290,25% OFF,252,226,,226,,217.5,,122235,,-23925,,-26
98d4e3,STMLR-2,CAMP_SAN_01,P13,350,BOGOF,70,281,,562,,175,,122850,,73850,,492
60229b,STCBE-3,CAMP_DIW_01,P01,172,33% OFF,241,404,,404,,115.24,,88008.96,,5104.96000000001,,163
35a25f,STBLR-9,CAMP_DIW_01,P11,190,50% OFF,75,98,,98,,95,,23560,,-4940,,23
4cf56a,STBLR-9,CAMP_DIW_01,P04,290,25% OFF,311,304,,304,,217.5,,156310,,-24070,,-7
4d3722,STMLR-0,CAMP_DIW_01,P04,290,25% OFF,175,150,,150,,217.5,,83375,,-18125,,-25
5e59a1,STTRV-0,CAMP_SAN_01,P05,55,25% OFF,12,11,,11,,41.25,,1113.75,,-206.25,,-1
0f8686,STVSK-0,CAMP_SAN_01,P07,300,BOGOF,24,92,,184,,150,,34800,,20400,,160
c092d4,STBLR-4,CAMP_DIW_01,P07,300,BOGOF,70,243,,486,,150,,93900,,51900,,416
24541f,STBLR-1,CAMP_SAN_01,P13,350,BOGOF,111,290,,580,,175,,140350,,62650,,469
8.31E+08,STCBE-2,CAMP_DIW_01,P08,1190,BOGOF,33,129,,258,,595,,192780,,114240,,225
ebbe5d,STCHE-2,CAMP_SAN_01,P06,415,25% OFF,25,22,,22,,311.25,,17222.5,,-3527.5,,-3
2ae8b8,STCBE-2,CAMP_SAN_01,P10,50,25% OFF,22,18,,18,,37.5,,1775,,-425,,-4
dafaa4,STVJD-1,CAMP_SAN_01,P05,55,25% OFF,13,9,,9,,41.25,,1086.25,,-343.75,,-4
4f757f,STMYS-1,CAMP_SAN_01,P13,350,BOGOF,129,540,,1080,,175,,234150,,143850,,951
0894b7,STCHE-3,CAMP_SAN_01,P08,1190,BOGOF,46,203,,406,,595,,296310,,186830,,360
a80b87,STVSK-0,CAMP_DIW_01,P11,190,50% OFF,49,76,,76,,95,,16530,,-2090,,27
3f9b4d,STHYD-5,CAMP_SAN_01,P09,90,25% OFF,66,62,,62,,67.5,,10125,,-1755,,-4
6ed2f5,STBLR-4,CAMP_DIW_01,P13,350,BOGOF,84,285,,570,,175,,129150,,70350,,486
1.53E+07,STCHE-7,CAMP_SAN_01,P12,62,50% OFF,67,95,,95,,31,,7099,,-1209,,28
855f49,STBLR-3,CAMP_SAN_01,P04,370,BOGOF,481,1890,,3780,,185,,877270,,521330,,3299
4a8c38,STCHE-0,CAMP_SAN_01,P04,370,BOGOF,469,1861,,3722,,185,,862100,,515040,,3253
1a1a02,STBLR-0,CAMP_SAN_01,P04,370,BOGOF,465,2064,,4128,,185,,935730,,591630,,3663
1a4a61,STCHE-1,CAMP_SAN_01,P06,415,25% OFF,36,29,,29,,311.25,,23966.25,,-5913.75,,-7
aeed36,STBLR-6,CAMP_SAN_01,P12,62,50% OFF,54,83,,83,,31,,5921,,-775,,29
e23132,STVJD-0,CAMP_DIW_01,P08,1190,BOGOF,26,86,,172,,595,,133280,,71400,,146
d76198,STCHE-4,CAMP_DIW_01,P08,1190,BOGOF,54,213,,426,,595,,317730,,189210,,372
0ae76a,STMLR-1,CAMP_SAN_01,P11,190,50% OFF,21,30,,30,,95,,6840,,-1140,,9
ce39e4,STMLR-1,CAMP_DIW_01,P13,350,BOGOF,42,145,,290,,175,,65450,,36050,,248
8869,STCBE-4,CAMP_SAN_01,P13,350,BOGOF,75,200,,400,,175,,96250,,43750,,325
fcf54a,STCHE-7,CAMP_DIW_01,P04,290,25% OFF,348,334,,334,,217.5,,173565,,-28275,,-14
0b9826,STHYD-6,CAMP_DIW_01,P11,190,50% OFF,57,71,,71,,95,,17575,,-4085,,14
fbab9b,STMYS-1,CAMP_DIW_01,P01,172,33% OFF,334,591,,591,,115.24,,125554.84,,10658.84,,257
e2c229,STTRV-1,CAMP_SAN_01,P15,3000,500 Cashback,54,125,,125,,2500,,474500,,150500,,71
2e48c4,STVSK-0,CAMP_DIW_01,P09,110,50% OFF,50,76,,76,,55,,9680,,-1320,,26
171bbb,STTRV-0,CAMP_SAN_01,P15,3000,500 Cashback,79,171,,171,,2500,,664500,,190500,,92
ace471,STMDU-0,CAMP_SAN_01,P04,370,BOGOF,273,1201,,2402,,185,,545380,,343360,,2129
a26e60,STTRV-1,CAMP_DIW_01,P13,350,BOGOF,36,122,,244,,175,,55300,,30100,,208
cb43c4,STCHE-0,CAMP_SAN_01,P14,1020,BOGOF,106,424,,848,,510,,540600,,324360,,742
ba72b1,STMDU-1,CAMP_SAN_01,P05,55,25% OFF,15,12,,12,,41.25,,1320,,-330,,-3
e89f85,STCBE-1,CAMP_SAN_01,P05,55,25% OFF,25,18,,18,,41.25,,2117.5,,-632.5,,-7
c95efb,STBLR-7,CAMP_DIW_01,P15,3000,500 Cashback,416,1389,,1389,,2500,,4720500,,2224500,,973
dec49d,STMDU-2,CAMP_SAN_01,P05,55,25% OFF,21,17,,17,,41.25,,1856.25,,-453.75,,-4
a5800c,STMYS-3,CAMP_SAN_01,P12,62,50% OFF,60,67,,67,,31,,5797,,-1643,,7
5d5637,STCHE-0,CAMP_DIW_01,P09,110,50% OFF,94,119,,119,,55,,16885,,-3795,,25
f9d2c6,STBLR-9,CAMP_SAN_01,P14,1020,BOGOF,111,429,,858,,510,,550800,,324360,,747
0ee55a,STHYD-5,CAMP_DIW_01,P06,415,25% OFF,82,80,,80,,311.25,,58930,,-9130,,-2
1192bc,STCBE-4,CAMP_DIW_01,P11,190,50% OFF,59,79,,79,,95,,18715,,-3705,,20
be65d7,STTRV-0,CAMP_DIW_01,P12,62,50% OFF,54,68,,68,,31,,5456,,-1240,,14
6bb477,STHYD-1,CAMP_DIW_01,P04,290,25% OFF,318,276,,276,,217.5,,152250,,-32190,,-42
a2d32f,STVSK-3,CAMP_SAN_01,P09,90,25% OFF,39,31,,31,,67.5,,5602.5,,-1417.5,,-8
5f29e7,STMLR-1,CAMP_DIW_01,P12,62,50% OFF,71,90,,90,,31,,7192,,-1612,,19
802dfa,STBLR-3,CAMP_SAN_01,P07,300,BOGOF,54,217,,434,,150,,81300,,48900,,380
0b38d9,STMYS-3,CAMP_DIW_01,P08,1190,BOGOF,29,115,,230,,595,,171360,,102340,,201
f013a9,STMYS-2,CAMP_SAN_01,P14,1020,BOGOF,105,276,,552,,510,,388620,,174420,,447
ea916f,STTRV-0,CAMP_SAN_01,P10,50,25% OFF,18,16,,16,,37.5,,1500,,-300,,-2
2.70E+61,STHYD-1,CAMP_DIW_01,P05,55,25% OFF,110,96,,96,,41.25,,10010,,-2090,,-14
bd3f78,STHYD-0,CAMP_DIW_01,P11,190,50% OFF,68,104,,104,,95,,22800,,-3040,,36
feadc3,STCBE-0,CAMP_SAN_01,P05,55,25% OFF,21,19,,19,,41.25,,1938.75,,-371.25,,-2
f41256,STMLR-1,CAMP_SAN_01,P15,3000,500 Cashback,58,128,,128,,2500,,494000,,146000,,70
f25735,STBLR-3,CAMP_DIW_01,P09,110,50% OFF,66,85,,85,,55,,11935,,-2585,,19
5729c0,STMYS-2,CAMP_SAN_01,P04,370,BOGOF,240,636,,1272,,185,,324120,,146520,,1032
cf4f71,STHYD-0,CAMP_SAN_01,P01,172,33% OFF,250,382,,382,,115.24,,87021.68,,1021.68,,132
60ba75,STVJD-0,CAMP_SAN_01,P13,350,BOGOF,60,234,,468,,175,,102900,,60900,,408
6bce12,STMYS-0,CAMP_SAN_01,P07,300,BOGOF,46,120,,240,,150,,49800,,22200,,194
25902,STMYS-2,CAMP_DIW_01,P11,190,50% OFF,70,93,,93,,95,,22135,,-4465,,23
1dd472,STMLR-1,CAMP_SAN_01,P04,370,BOGOF,220,886,,1772,,185,,409220,,246420,,1552
f94f2f,STTRV-1,CAMP_DIW_01,P08,1190,BOGOF,28,92,,184,,595,,142800,,76160,,156
802b3c,STBLR-1,CAMP_DIW_01,P15,3000,500 Cashback,369,1007,,1007,,2500,,3624500,,1410500,,638
4aa7ef,STHYD-1,CAMP_DIW_01,P07,300,BOGOF,59,176,,352,,150,,70500,,35100,,293
4e0e90,STVSK-2,CAMP_DIW_01,P12,62,50% OFF,80,124,,124,,31,,8804,,-1116,,44
9155d1,STTRV-1,CAMP_DIW_01,P11,190,50% OFF,33,43,,43,,95,,10355,,-2185,,10
f1421a,STMDU-2,CAMP_SAN_01,P09,90,25% OFF,49,39,,39,,67.5,,7042.5,,-1777.5,,-10
fb29d7,STMYS-3,CAMP_SAN_01,P06,415,25% OFF,28,23,,23,,311.25,,18778.75,,-4461.25,,-5
18c9f4,STBLR-1,CAMP_DIW_01,P03,156,25% OFF,385,369,,369,,117,,103233,,-16887,,-16
2abe5e,STCHE-6,CAMP_SAN_01,P06,415,25% OFF,40,28,,28,,311.25,,25315,,-7885,,-12
4a77da,STMLR-0,CAMP_SAN_01,P02,860,33% OFF,243,332,,332,,576.2,,400278.4,,-17681.6,,89
d46611,STMLR-2,CAMP_DIW_01,P05,55,25% OFF,47,40,,40,,41.25,,4235,,-935,,-7
30b66a,STBLR-7,CAMP_DIW_01,P11,190,50% OFF,84,131,,131,,95,,28405,,-3515,,47
e0a83a,STBLR-8,CAMP_DIW_01,P07,300,BOGOF,63,221,,442,,150,,85200,,47400,,379
e78335,STMDU-1,CAMP_DIW_01,P03,156,25% OFF,281,244,,244,,117,,72384,,-15288,,-37
a16acc,STBLR-4,CAMP_SAN_01,P11,190,50% OFF,43,59,,59,,95,,13775,,-2565,,16
250dee,STCHE-0,CAMP_SAN_01,P01,172,33% OFF,237,341,,341,,115.24,,80060.84,,-1467.16,,104
62769f,STMDU-3,CAMP_SAN_01,P05,55,25% OFF,16,12,,12,,41.25,,1375,,-385,,-4
8d7458,STCBE-1,CAMP_DIW_01,P12,62,50% OFF,98,109,,109,,31,,9455,,-2697,,11
6bf19b,STTRV-1,CAMP_DIW_01,P04,290,25% OFF,169,160,,160,,217.5,,83810,,-14210,,-9
10a8b7,STMYS-2,CAMP_SAN_01,P12,62,50% OFF,61,87,,87,,31,,6479,,-1085,,26
bcffbb,STCBE-0,CAMP_DIW_01,P11,190,50% OFF,36,56,,56,,95,,12160,,-1520,,20
bea96f,STVSK-2,CAMP_SAN_01,P14,1020,BOGOF,64,250,,500,,510,,320280,,189720,,436
ebd35e,STBLR-8,CAMP_DIW_01,P04,290,25% OFF,323,251,,251,,217.5,,148262.5,,-39077.5,,-72
b7f012,STMYS-2,CAMP_SAN_01,P15,3000,500 Cashback,118,208,,208,,2500,,874000,,166000,,90
b79118,STVSK-3,CAMP_DIW_01,P04,290,25% OFF,236,210,,210,,217.5,,114115,,-22765,,-26
